elec,heat,cool
4.251897798582194,45.40518554344337,0.0
4.251897798582194,46.66351090179926,0.0
4.251897798582194,47.637952182227494,0.0
4.251897798582194,48.77270138466478,0.0
4.251897798582194,50.02945252447394,0.0
4.251897798582194,51.238452368365515,0.0
15.864494108899722,279.4364179431386,0.0
62.31487935016982,236.52275424155914,0.0
122.33429131784925,200.91217627788058,0.0
131.06702647788342,169.35716245049858,0.0
141.9063765313726,139.66931017283156,0.0
60.61820235914992,127.02824497946273,0.0
131.04058334525,107.04481941793485,0.0
131.04058334525,85.48593917699088,0.0
131.06702647788342,67.32504902611363,0.0
131.06702647788342,65.33412438640093,0.0
131.06702647788342,68.61964514158291,0.0
75.1106598197508,92.03697825796765,0.0
51.88546719911575,110.94054839010661,0.0
65.75058740262011,118.98684078649659,0.0
70.0742686823566,124.86759508306066,0.0
33.28004933531224,31.59404149343205,0.0
33.28004933531224,32.953116838778904,0.0
18.70207636614604,35.916320883247515,0.0
4.251897798582194,39.8080515005313,0.0
4.251897798582194,41.69160399169831,0.0
4.251897798582194,43.22279389815473,0.0
4.251897798582194,44.834006580736784,0.0
4.251897798582194,29.890474656108275,0.0
4.251897798582194,46.96025109785859,0.0
15.864494108899722,241.9274851872734,0.0
62.31487935016982,206.60854934212105,0.0
122.33429131784925,174.65021627989728,0.0
131.06702647788342,151.7207239261101,0.0
141.9063765313726,120.65255765782526,0.0
60.61820235914992,114.88797798239102,0.0
131.04058334525,92.79549406707916,0.0
131.04058334525,66.1241227144048,0.0
131.06702647788342,49.00478327851442,0.0
131.06702647788342,44.33343682208151,0.0
131.06702647788342,47.96751352626613,0.0
75.1106598197508,70.97818013426996,0.0
51.88546719911575,90.69032037445872,0.0
65.75058740262011,98.81645881113934,0.0
70.0742686823566,102.98774850325427,0.0
33.28004933531224,25.29165754158323,0.0
33.28004933531224,25.544319618334008,0.0
18.70207636614604,27.855272444939246,0.0
4.251897798582194,31.74411699488734,0.0
4.251897798582194,33.80109589595286,0.0
4.251897798582194,35.26433203514194,0.0
4.251897798582194,36.31512291508676,0.0
4.251897798582194,37.074683363885825,0.0
4.251897798582194,37.66449057939543,0.0
15.864494108899722,195.1238211822387,0.0
62.31487935016982,163.5500248199832,0.0
122.33429131784925,137.33390546031458,0.0
131.06702647788342,125.49159230679308,0.0
141.9063765313726,109.20420651905665,0.0
60.61820235914992,109.55066435435239,0.0
131.04058334525,96.56447802079175,0.0
131.04058334525,88.37504626672126,0.0
131.06702647788342,83.79309015019871,0.0
131.06702647788342,92.7274538733082,0.0
131.06702647788342,101.34496011610048,0.0
75.1106598197508,120.00887928847405,0.0
51.88546719911575,133.14280404723408,0.0
65.75058740262011,136.14473054882137,0.0
70.0742686823566,136.06053514724914,0.0
33.28004933531224,38.925702005087,0.0
33.28004933531224,39.457525504125236,0.0
18.70207636614604,42.350939193021986,0.0
4.251897798582194,46.03356111334796,0.0
4.251897798582194,48.147474251853666,0.0
4.251897798582194,50.15092972233024,0.0
4.251897798582194,52.32518790512742,0.0
4.251897798582194,54.54221235844421,0.0
4.251897798582194,23.374259351661443,0.0
15.864494108899722,245.9368698351653,0.0
62.31487935016982,218.173205243479,0.0
122.33429131784925,188.7868593900872,0.0
131.06702647788342,162.21863808298798,0.0
141.9063765313726,138.02713476984434,0.0
60.61820235914992,131.50225690970882,0.0
131.04058334525,108.51961891882478,0.0
131.04058334525,89.61518876679236,0.0
131.06702647788342,64.78847449468147,0.0
131.06702647788342,64.03570056017956,0.0
131.06702647788342,66.44639286463763,0.1087668697632331
75.1106598197508,90.06330836441853,0.0
51.88546719911575,108.82064913320373,0.0
65.75058740262011,115.97916165059613,0.0
70.0742686823566,120.95336869598096,0.0
33.28004933531224,35.152037778808264,0.0
33.28004933531224,36.35369126948173,0.0
18.70207636614604,39.02697673159353,0.0
4.251897798582194,42.50468787108632,0.0
4.251897798582194,44.2985099050895,0.0
4.251897798582194,46.171042866429374,0.0
4.251897798582194,48.37442409234113,0.0
4.251897798582194,50.45921418773227,0.0
4.251897798582194,52.32256420754953,0.0
15.864494108899722,245.8128872053149,0.0
62.31487935016982,128.8685399600302,0.0
122.33429131784925,173.5523511016359,0.0
131.06702647788342,151.30698983823694,0.0
141.9063765313726,121.30848163135397,0.0
60.61820235914992,110.1787849447887,0.0
131.04058334525,85.39519418920985,0.0
131.04058334525,75.34533233771528,0.0
131.06702647788342,59.807477742464144,0.0
131.06702647788342,53.54795088755518,0.0
131.06702647788342,53.180963584483365,0.15495179687375168
75.1106598197508,72.51452418301649,0.0
51.88546719911575,87.90420150201608,0.0
65.75058740262011,92.16685035804822,0.0
70.0742686823566,94.48504681155272,0.0
33.28004933531224,25.11796876192693,0.0
33.28004933531224,25.601516225532002,0.0
18.70207636614604,27.797551098225668,0.0
4.251897798582194,31.106558483460145,0.0
4.251897798582194,33.093222289438216,0.0
4.251897798582194,35.27587630448465,0.0
4.251897798582194,38.04361487940048,0.0
4.251897798582194,41.612105955088246,0.0
4.251897798582194,44.977785208005145,0.0
4.251897798582194,47.569211305686785,0.0
4.251897798582194,48.931172718369325,0.0
4.251897798582194,26.841738070600456,0.0
4.251897798582194,40.476044903862004,0.0
15.091247852071389,33.95431983450161,0.0
15.091247852071389,28.445866769722212,0.0
12.958189825982945,23.90214730433285,0.0
12.958189825982945,18.69515709125297,0.0
4.251897798582194,15.163660151413456,0.0
4.251897798582194,15.523631459099919,0.0
4.251897798582194,16.06804870651203,0.0
15.091247852071389,18.638485223570555,0.0
15.091247852071389,22.625718432689517,0.0
28.956368055575762,24.320889437764045,0.0
33.28004933531224,26.327755715091868,0.0
33.28004933531224,28.31966691622572,0.0
33.28004933531224,29.89388546295953,0.0
18.70207636614604,32.78073990791156,0.0
4.251897798582194,36.352641790450576,0.0
4.251897798582194,38.185819288122104,0.0
4.251897798582194,39.824318425514214,0.0
4.251897798582194,41.90674719308525,0.0
4.251897798582194,44.29431198896487,0.0
4.251897798582194,46.39510663958115,0.0
4.251897798582194,48.04016502091798,0.0
4.251897798582194,48.98915643484068,0.0
4.251897798582194,43.99652231387439,0.0
4.251897798582194,37.86310448604167,0.0
15.091247852071389,33.177705351446264,0.0
15.091247852071389,29.61997143582785,0.0
12.958189825982945,27.86130694936839,0.0
12.958189825982945,26.872960071777346,0.0
4.251897798582194,26.951146259598456,0.0
4.251897798582194,27.7017861366327,0.0
4.251897798582194,28.366368733112154,0.0
15.091247852071389,29.250030077345404,0.0
15.091247852071389,30.949398998544556,0.0
28.956368055575762,30.89141528207319,0.0
33.28004933531224,31.541305172116463,0.0
33.28004933531224,32.869420886044225,0.0
33.28004933531224,34.25840638377903,0.0
18.70207636614604,37.64245151974115,0.0
4.251897798582194,41.49010401771637,0.0
4.251897798582194,43.43610051123716,0.0
4.251897798582194,44.861293035546844,0.0
4.251897798582194,46.03618481092584,0.0
4.251897798582194,47.01980903287668,0.0
4.251897798582194,47.82292286146872,0.0
15.864494108899722,319.4362529712788,0.0
62.31487935016982,266.87354634329205,0.0
122.33429131784925,224.78583589256755,0.0
131.06702647788342,196.05615507118213,0.0
141.9063765313726,169.67075676395572,0.0
60.61820235914992,162.67544455872846,0.0
131.04058334525,142.6334486263545,0.0
131.04058334525,136.54348671968722,0.0
131.06702647788342,129.1243428573996,0.0
131.06702647788342,126.66006575293763,0.0
131.06702647788342,133.43984578571022,0.0
75.1106598197508,150.25122419399207,0.0
51.88546719911575,161.7065967727161,0.0
65.75058740262011,164.45023262161106,0.0
70.0742686823566,165.5848698578657,0.0
33.28004933531224,40.20370509527706,0.0
33.28004933531224,40.4999205518208,0.0
18.70207636614604,42.62301663184915,0.0
4.251897798582194,45.22887306620918,0.0
4.251897798582194,46.044318273417296,0.0
4.251897798582194,46.64094710262941,0.0
4.251897798582194,47.41126471149783,0.0
4.251897798582194,48.31224245974514,0.0
4.251897798582194,49.20561148501658,0.0
15.864494108899722,269.25490569169534,0.0
62.31487935016982,227.11698403135435,0.0
122.33429131784925,182.09236787087946,0.0
131.06702647788342,150.22012779137427,0.0
141.9063765313726,124.64026939726861,0.0
60.61820235914992,128.68501826934215,0.0
131.04058334525,112.25940199932914,0.0
131.04058334525,102.63418140429584,0.0
131.06702647788342,103.57497157535417,0.0
131.06702647788342,104.26388462551357,0.0
131.06702647788342,100.6482648465041,0.0
75.1106598197508,116.08562919838222,0.0
51.88546719911575,129.32548610986203,0.0
65.75058740262011,133.56128747122509,0.0
70.0742686823566,136.44382920249595,0.0
33.28004933531224,35.86778247805656,0.0
33.28004933531224,36.33611249570987,0.0
18.70207636614604,38.580685773594496,0.0
4.251897798582194,41.192051972868114,0.0
4.251897798582194,41.95895877488527,0.0
4.251897798582194,42.3884580683858,0.0
4.251897798582194,42.90217805413661,0.0
4.251897798582194,43.45735246161806,0.0
4.251897798582194,43.930667504669366,0.0
15.864494108899722,229.3537982843728,0.0
62.31487935016982,191.15589135299822,0.0
122.33429131784925,159.17968277263037,0.0
131.06702647788342,140.97034033614696,0.0
141.9063765313726,126.59475183514361,0.0
60.61820235914992,127.81170280272615,0.0
131.04058334525,101.61149135318728,0.0
131.04058334525,85.5836069276393,0.0
131.06702647788342,88.90972928265764,0.0
131.06702647788342,96.64647415888865,0.0
131.06702647788342,105.50581140499138,0.0
75.1106598197508,125.59844037035624,0.0
51.88546719911575,139.67498458139113,0.0
65.75058740262011,141.17436343480944,0.0
70.0742686823566,137.400305691491,0.0
33.28004933531224,37.53776598638335,0.0
33.28004933531224,38.02970928223767,0.0
18.70207636614604,41.394601425881184,0.0
4.251897798582194,45.789819608361995,0.0
4.251897798582194,48.5226630054919,0.0
4.251897798582194,50.640511690364455,0.0
4.251897798582194,52.16671657142289,0.0
4.251897798582194,53.188909147768705,0.0
4.251897798582194,53.82961609628937,0.0
15.864494108899722,256.4888953164186,0.0
62.31487935016982,217.15064186147018,0.0
122.33429131784925,177.24545297991975,0.0
131.06702647788342,146.45119554072951,0.0
141.9063765313726,131.77272112373328,0.0
60.61820235914992,137.386504852036,0.0
131.04058334525,119.10096788761565,0.0
131.04058334525,114.83802000128166,0.0
131.06702647788342,110.80747940898281,0.0
131.06702647788342,99.42815014169213,0.0
131.06702647788342,101.51777132616063,0.0
75.1106598197508,116.28118588140403,0.0
